Sede,Documento de identidad,Grado,Grupo,Periodo,Año,Intensidad Horaria,Asignatura,Cognitiva,Procedimental,Actitudinal,Axiologica,Calificacion_Ponderada,Grupo Asignatura
Fusagasugá,79255c015971184911c35192cb61ac73ce4aa7c508812a9debc6772a33238561,4,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,89,90,83,92.0,88.4,Proyectos y Aprendizaje Integral
Fusagasugá,79255c015971184911c35192cb61ac73ce4aa7c508812a9debc6772a33238561,4,A,IV,2023,3.0,Educación Física,94,95,95,95.0,94.6,Artes y Educación Física
Fusagasugá,79255c015971184911c35192cb61ac73ce4aa7c508812a9debc6772a33238561,4,A,IV,2023,2.0,Lectura Crítica,92,92,95,95.0,92.9,Lengua y Humanidades
Fusagasugá,79255c015971184911c35192cb61ac73ce4aa7c508812a9debc6772a33238561,4,A,IV,2023,1.0,Artes,94,94,95,95.0,94.3,Artes y Educación Física
Fusagasugá,79255c015971184911c35192cb61ac73ce4aa7c508812a9debc6772a33238561,4,A,IV,2023,1.0,Robótica y TICS,95,83,80,90.0,87.9,Tecnología e Innovación
Fusagasugá,79255c015971184911c35192cb61ac73ce4aa7c508812a9debc6772a33238561,4,A,IV,2023,1.0,Inteligencia emocional e Integralidad,89,96,85,100.0,91.4,Proyectos y Aprendizaje Integral
Girardot,6a52d3c4b40f68cd94e52b52fa16795c25c07d71f1d7ee8b63e285dcf8fb9666,1,A,II,2024,4.0,Ciencias Naturales,91,92,90,90.0,91.0,Ciencias y Matemáticas
Girardot,6a52d3c4b40f68cd94e52b52fa16795c25c07d71f1d7ee8b63e285dcf8fb9666,1,A,II,2024,3.0,Ciencias Sociales,91,91,100,95.0,93.2,Lengua y Humanidades
Girardot,6a52d3c4b40f68cd94e52b52fa16795c25c07d71f1d7ee8b63e285dcf8fb9666,1,A,II,2024,5.0,Matemáticas,96,95,95,95.0,95.4,Ciencias y Matemáticas
Girardot,6a52d3c4b40f68cd94e52b52fa16795c25c07d71f1d7ee8b63e285dcf8fb9666,1,A,II,2024,3.0,Lengua Castellana,96,95,90,90.0,93.9,Lengua y Humanidades
Girardot,6a52d3c4b40f68cd94e52b52fa16795c25c07d71f1d7ee8b63e285dcf8fb9666,1,A,II,2024,2.0,Lectura Crítica,92,92,90,90.0,91.4,Lengua y Humanidades
Girardot,6a52d3c4b40f68cd94e52b52fa16795c25c07d71f1d7ee8b63e285dcf8fb9666,1,A,II,2024,4.0,English,95,96,95,100.0,95.8,Lengua y Humanidades
Girardot,6a52d3c4b40f68cd94e52b52fa16795c25c07d71f1d7ee8b63e285dcf8fb9666,1,A,II,2024,3.0,Educación Física,93,92,92,92.0,92.4,Artes y Educación Física
Girardot,6a52d3c4b40f68cd94e52b52fa16795c25c07d71f1d7ee8b63e285dcf8fb9666,1,A,II,2024,1.0,Creatividad e innovación,91,93,100,95.0,93.8,Tecnología e Innovación
Girardot,6a52d3c4b40f68cd94e52b52fa16795c25c07d71f1d7ee8b63e285dcf8fb9666,1,A,II,2024,2.0,Aprendizaje Basado en Proyectos,95,95,83,100.0,93.1,Proyectos y Aprendizaje Integral
Girardot,6a52d3c4b40f68cd94e52b52fa16795c25c07d71f1d7ee8b63e285dcf8fb9666,1,A,II,2024,1.0,Artes,99,92,90,93.0,94.5,Artes y Educación Física
Girardot,6a52d3c4b40f68cd94e52b52fa16795c25c07d71f1d7ee8b63e285dcf8fb9666,1,A,II,2024,1.0,Tecnologías Informáticas,90,94,100,95.0,93.7,Tecnología e Innovación
Girardot,6a52d3c4b40f68cd94e52b52fa16795c25c07d71f1d7ee8b63e285dcf8fb9666,1,A,II,2024,1.0,Integralidad,99,96,96,100.0,97.60000000000001,Proyectos y Aprendizaje Integral
Fusagasugá,dc8aa5ca06dc1b416c186e928a29ffd7645fa2fcf731f35619f9cd4be13104b5,6,A,IV,2023,3.0,Ciencias Naturales,71,71,88,90.0,76.30000000000001,Ciencias y Matemáticas
Fusagasugá,dc8aa5ca06dc1b416c186e928a29ffd7645fa2fcf731f35619f9cd4be13104b5,6,A,IV,2023,4.0,Ciencias Sociales,82,80,90,96.0,84.4,Lengua y Humanidades
Fusagasugá,dc8aa5ca06dc1b416c186e928a29ffd7645fa2fcf731f35619f9cd4be13104b5,6,A,IV,2023,6.0,Matemáticas,73,73,80,90.0,76.1,Ciencias y Matemáticas
Fusagasugá,dc8aa5ca06dc1b416c186e928a29ffd7645fa2fcf731f35619f9cd4be13104b5,6,A,IV,2023,3.0,Lengua Castellana,89,90,90,100.0,90.6,Lengua y Humanidades
Fusagasugá,dc8aa5ca06dc1b416c186e928a29ffd7645fa2fcf731f35619f9cd4be13104b5,6,A,IV,2023,4.0,Inglés,83,85,93,100.0,87.30000000000001,Lengua y Humanidades
Fusagasugá,dc8aa5ca06dc1b416c186e928a29ffd7645fa2fcf731f35619f9cd4be13104b5,6,A,IV,2023,2.0,Innovación y Emprendimiento,88,87,88,88.0,87.7,Tecnología e Innovación
Fusagasugá,dc8aa5ca06dc1b416c186e928a29ffd7645fa2fcf731f35619f9cd4be13104b5,6,A,IV,2023,7.0,Aprendizaje Basado en Investigación,88,88,87,87.0,87.7,Proyectos y Aprendizaje Integral
Fusagasugá,dc8aa5ca06dc1b416c186e928a29ffd7645fa2fcf731f35619f9cd4be13104b5,6,A,IV,2023,3.0,Educación Física,92,92,95,95.0,92.9,Artes y Educación Física
Fusagasugá,dc8aa5ca06dc1b416c186e928a29ffd7645fa2fcf731f35619f9cd4be13104b5,6,A,IV,2023,2.0,Lectura Crítica,96,80,94,96.0,90.80000000000001,Lengua y Humanidades
Fusagasugá,dc8aa5ca06dc1b416c186e928a29ffd7645fa2fcf731f35619f9cd4be13104b5,6,A,IV,2023,1.0,Artes,86,86,90,90.0,87.2,Artes y Educación Física
Fusagasugá,dc8aa5ca06dc1b416c186e928a29ffd7645fa2fcf731f35619f9cd4be13104b5,6,A,IV,2023,1.0,Robótica y TICS,88,86,80,90.0,86.0,Tecnología e Innovación
Fusagasugá,dc8aa5ca06dc1b416c186e928a29ffd7645fa2fcf731f35619f9cd4be13104b5,6,A,IV,2023,1.0,Inteligencia emocional e Integralidad,76,97,100,95.0,89.0,Proyectos y Aprendizaje Integral
Fusagasugá,729b3ed1c2f555bf61765aa14b73fe77fdc7bc98cc577c826eb6ea5aadbc5d5b,5,A,III,2023,3.0,Ciencias Naturales,83,81,98,93.0,86.39999999999999,Ciencias y Matemáticas
Fusagasugá,729b3ed1c2f555bf61765aa14b73fe77fdc7bc98cc577c826eb6ea5aadbc5d5b,5,A,III,2023,4.0,Ciencias Sociales,86,80,96,75.0,85.1,Lengua y Humanidades
Fusagasugá,729b3ed1c2f555bf61765aa14b73fe77fdc7bc98cc577c826eb6ea5aadbc5d5b,5,A,III,2023,5.0,Matemáticas,84,82,94,90.0,86.0,Ciencias y Matemáticas
Fusagasugá,729b3ed1c2f555bf61765aa14b73fe77fdc7bc98cc577c826eb6ea5aadbc5d5b,5,A,III,2023,3.0,Lengua Castellana,71,73,95,90.0,78.3,Lengua y Humanidades
Fusagasugá,729b3ed1c2f555bf61765aa14b73fe77fdc7bc98cc577c826eb6ea5aadbc5d5b,5,A,III,2023,2.0,Inglés,83,84,100,90.0,87.4,Lengua y Humanidades
Fusagasugá,729b3ed1c2f555bf61765aa14b73fe77fdc7bc98cc577c826eb6ea5aadbc5d5b,5,A,III,2023,2.0,Creatividad e Innovación,93,90,90,90.0,91.2,Tecnología e Innovación
Fusagasugá,729b3ed1c2f555bf61765aa14b73fe77fdc7bc98cc577c826eb6ea5aadbc5d5b,5,A,III,2023,4.0,Aprendizaje Basado en Proyectos,87,86,89,67.0,85.10000000000001,Proyectos y Aprendizaje Integral
Fusagasugá,729b3ed1c2f555bf61765aa14b73fe77fdc7bc98cc577c826eb6ea5aadbc5d5b,5,A,III,2023,3.0,Educación Física,96,95,100,100.0,96.9,Artes y Educación Física
Fusagasugá,729b3ed1c2f555bf61765aa14b73fe77fdc7bc98cc577c826eb6ea5aadbc5d5b,5,A,III,2023,2.0,Lectura Crítica,89,88,90,86.0,88.6,Lengua y Humanidades
Fusagasugá,729b3ed1c2f555bf61765aa14b73fe77fdc7bc98cc577c826eb6ea5aadbc5d5b,5,A,III,2023,1.0,Artes,94,94,90,90.0,92.8,Artes y Educación Física
Fusagasugá,729b3ed1c2f555bf61765aa14b73fe77fdc7bc98cc577c826eb6ea5aadbc5d5b,5,A,III,2023,1.0,Robótica y TICS,79,80,85,90.0,81.6,Tecnología e Innovación
Fusagasugá,729b3ed1c2f555bf61765aa14b73fe77fdc7bc98cc577c826eb6ea5aadbc5d5b,5,A,III,2023,1.0,Inteligencia emocional e Integralidad,89,89,80,90.0,87.3,Proyectos y Aprendizaje Integral
Girardot,1525bbc6a0e7c7a8996c1d1b839b938735c145160e4e337fd7bc05114c3fb5fb,1,A,IV,2023,3.0,Ciencias Naturales,89,89,87,90.0,88.7,Ciencias y Matemáticas
Girardot,1525bbc6a0e7c7a8996c1d1b839b938735c145160e4e337fd7bc05114c3fb5fb,1,A,IV,2023,3.0,Ciencias Sociales,88,89,90,90.0,88.9,Lengua y Humanidades
Girardot,1525bbc6a0e7c7a8996c1d1b839b938735c145160e4e337fd7bc05114c3fb5fb,1,A,IV,2023,5.0,Matemáticas,76,75,95,95.0,81.4,Ciencias y Matemáticas
Girardot,1525bbc6a0e7c7a8996c1d1b839b938735c145160e4e337fd7bc05114c3fb5fb,1,A,IV,2023,4.0,Lengua Castellana,71,72,87,92.0,76.60000000000001,Lengua y Humanidades
Girardot,1525bbc6a0e7c7a8996c1d1b839b938735c145160e4e337fd7bc05114c3fb5fb,1,A,IV,2023,4.0,Inglés,68,75,75,80.0,72.7,Lengua y Humanidades
Girardot,1525bbc6a0e7c7a8996c1d1b839b938735c145160e4e337fd7bc05114c3fb5fb,1,A,IV,2023,2.0,Creatividad e Innovación,86,86,87,87.0,86.30000000000001,Tecnología e Innovación
Girardot,1525bbc6a0e7c7a8996c1d1b839b938735c145160e4e337fd7bc05114c3fb5fb,1,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,89,88,90,87.0,88.7,Proyectos y Aprendizaje Integral
Girardot,1525bbc6a0e7c7a8996c1d1b839b938735c145160e4e337fd7bc05114c3fb5fb,1,A,IV,2023,3.0,Educación Física,89,88,85,95.0,88.5,Artes y Educación Física
Girardot,1525bbc6a0e7c7a8996c1d1b839b938735c145160e4e337fd7bc05114c3fb5fb,1,A,IV,2023,2.0,Lectura Crítica,83,83,85,85.0,83.6,Lengua y Humanidades
Girardot,1525bbc6a0e7c7a8996c1d1b839b938735c145160e4e337fd7bc05114c3fb5fb,1,A,IV,2023,1.0,Artes,89,90,90,88.0,89.39999999999999,Artes y Educación Física
Girardot,1525bbc6a0e7c7a8996c1d1b839b938735c145160e4e337fd7bc05114c3fb5fb,1,A,IV,2023,1.0,Robótica y TICS,95,95,95,100.0,95.5,Tecnología e Innovación
Girardot,1525bbc6a0e7c7a8996c1d1b839b938735c145160e4e337fd7bc05114c3fb5fb,1,A,IV,2023,1.0,Inteligencia emocional e Integralidad,88,88,90,100.0,89.6,Proyectos y Aprendizaje Integral
Girardot,ba34508045e91b4ae6d743eac540687e31553758acaa399bf69601396e0e1773,5,A,II,2024,4.0,Ciencias Naturales,85,88,100,100.0,90.4,Ciencias y Matemáticas
Girardot,ba34508045e91b4ae6d743eac540687e31553758acaa399bf69601396e0e1773,5,A,II,2024,3.0,Ciencias Sociales,84,84,90,95.0,86.3,Lengua y Humanidades
Girardot,ba34508045e91b4ae6d743eac540687e31553758acaa399bf69601396e0e1773,5,A,II,2024,5.0,Matemáticas,90,84,95,95.0,89.7,Ciencias y Matemáticas
Girardot,ba34508045e91b4ae6d743eac540687e31553758acaa399bf69601396e0e1773,5,A,II,2024,3.0,Lengua Castellana,77,78,87,87.0,80.30000000000001,Lengua y Humanidades
Girardot,ba34508045e91b4ae6d743eac540687e31553758acaa399bf69601396e0e1773,5,A,II,2024,2.0,Lectura Crítica,84,84,87,87.0,84.9,Lengua y Humanidades
Girardot,ba34508045e91b4ae6d743eac540687e31553758acaa399bf69601396e0e1773,5,A,II,2024,4.0,English,76,68,90,90.0,77.8,Lengua y Humanidades
Girardot,ba34508045e91b4ae6d743eac540687e31553758acaa399bf69601396e0e1773,5,A,II,2024,3.0,Educación Física,91,91,93,94.0,91.70000000000002,Artes y Educación Física
Girardot,ba34508045e91b4ae6d743eac540687e31553758acaa399bf69601396e0e1773,5,A,II,2024,1.0,Creatividad e innovación,89,87,85,92.0,87.9,Tecnología e Innovación
Girardot,ba34508045e91b4ae6d743eac540687e31553758acaa399bf69601396e0e1773,5,A,II,2024,2.0,Aprendizaje Basado en Proyectos,93,91,94,95.0,92.8,Proyectos y Aprendizaje Integral
Girardot,ba34508045e91b4ae6d743eac540687e31553758acaa399bf69601396e0e1773,5,A,II,2024,1.0,Artes,95,93,92,94.0,93.70000000000002,Artes y Educación Física
Girardot,ba34508045e91b4ae6d743eac540687e31553758acaa399bf69601396e0e1773,5,A,II,2024,1.0,Tecnologías Informáticas,83,90,100,85.0,88.7,Tecnología e Innovación
Girardot,ba34508045e91b4ae6d743eac540687e31553758acaa399bf69601396e0e1773,5,A,II,2024,1.0,Integralidad,87,66,80,90.0,79.60000000000001,Proyectos y Aprendizaje Integral
Girardot,0d50d51d48c9dda49185ac431116bd58ba6ab6d5fc664f772fecce76df05358b,4,A,I,2023,3.0,Ciencias Naturales,74,79,96,95.0,82.0,Ciencias y Matemáticas
Girardot,0d50d51d48c9dda49185ac431116bd58ba6ab6d5fc664f772fecce76df05358b,4,A,I,2023,4.0,Ciencias Sociales,89,89,95,97.0,91.0,Lengua y Humanidades
Girardot,0d50d51d48c9dda49185ac431116bd58ba6ab6d5fc664f772fecce76df05358b,4,A,I,2023,5.0,Matemáticas,77,78,90,95.0,81.7,Ciencias y Matemáticas
Girardot,0d50d51d48c9dda49185ac431116bd58ba6ab6d5fc664f772fecce76df05358b,4,A,I,2023,3.0,Lengua Castellana,87,87,98,100.0,90.5,Lengua y Humanidades
Girardot,0d50d51d48c9dda49185ac431116bd58ba6ab6d5fc664f772fecce76df05358b,4,A,I,2023,4.0,Inglés,88,86,90,90.0,88.0,Lengua y Humanidades
Girardot,0d50d51d48c9dda49185ac431116bd58ba6ab6d5fc664f772fecce76df05358b,4,A,I,2023,2.0,Creatividad e Innovación,92,93,95,95.0,93.2,Tecnología e Innovación
Girardot,0d50d51d48c9dda49185ac431116bd58ba6ab6d5fc664f772fecce76df05358b,4,A,I,2023,4.0,Aprendizaje Basado en Proyectos,91,91,84,91.0,89.6,Proyectos y Aprendizaje Integral
Girardot,0d50d51d48c9dda49185ac431116bd58ba6ab6d5fc664f772fecce76df05358b,4,A,I,2023,3.0,Educación Física,87,88,88,90.0,87.80000000000001,Artes y Educación Física
Girardot,0d50d51d48c9dda49185ac431116bd58ba6ab6d5fc664f772fecce76df05358b,4,A,I,2023,2.0,Lectura Crítica,88,89,95,97.0,90.60000000000001,Lengua y Humanidades
Girardot,0d50d51d48c9dda49185ac431116bd58ba6ab6d5fc664f772fecce76df05358b,4,A,I,2023,1.0,Artes,88,88,88,90.0,88.2,Artes y Educación Física
Girardot,0d50d51d48c9dda49185ac431116bd58ba6ab6d5fc664f772fecce76df05358b,4,A,I,2023,1.0,Robótica y TICS,81,81,95,100.0,85.7,Tecnología e Innovación
Girardot,0d50d51d48c9dda49185ac431116bd58ba6ab6d5fc664f772fecce76df05358b,4,A,I,2023,1.0,Inteligencia emocional e Integralidad,95,94,92,80.0,92.60000000000001,Proyectos y Aprendizaje Integral
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,4,A,IV,2023,3.0,Ciencias Naturales,91,89,99,99.0,92.8,Ciencias y Matemáticas
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,4,A,IV,2023,4.0,Ciencias Sociales,85,84,95,95.0,87.7,Lengua y Humanidades
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,4,A,IV,2023,5.0,Matemáticas,94,93,95,95.0,94.0,Ciencias y Matemáticas
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,4,A,IV,2023,3.0,Lengua Castellana,87,89,95,100.0,90.5,Lengua y Humanidades
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,4,A,IV,2023,4.0,Inglés,63,72,100,100.0,76.8,Lengua y Humanidades
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,4,A,IV,2023,2.0,Creatividad e Innovación,90,90,90,90.0,90.0,Tecnología e Innovación
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,4,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,94,95,89,98.0,93.69999999999999,Proyectos y Aprendizaje Integral
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,4,A,IV,2023,3.0,Educación Física,94,95,95,95.0,94.6,Artes y Educación Física
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,4,A,IV,2023,2.0,Lectura Crítica,91,92,95,95.0,92.5,Lengua y Humanidades
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,4,A,IV,2023,1.0,Artes,91,91,90,90.0,90.7,Artes y Educación Física
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,4,A,IV,2023,1.0,Robótica y TICS,88,86,75,80.0,84.0,Tecnología e Innovación
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,4,A,IV,2023,1.0,Inteligencia emocional e Integralidad,99,99,85,100.0,96.3,Proyectos y Aprendizaje Integral
Fusagasugá,ca68e6c1b1d1448b9c03c3fc916c5a3871673c992a19a8a7a97177379d9072cb,7,A,I,2023,3.0,Ciencias Naturales,58,58,94,90.0,68.4,Ciencias y Matemáticas
Fusagasugá,ca68e6c1b1d1448b9c03c3fc916c5a3871673c992a19a8a7a97177379d9072cb,7,A,I,2023,4.0,Ciencias Sociales,76,73,80,92.0,77.5,Lengua y Humanidades
Fusagasugá,ca68e6c1b1d1448b9c03c3fc916c5a3871673c992a19a8a7a97177379d9072cb,7,A,I,2023,6.0,Matemáticas,61,61,75,90.0,66.7,Ciencias y Matemáticas
Fusagasugá,ca68e6c1b1d1448b9c03c3fc916c5a3871673c992a19a8a7a97177379d9072cb,7,A,I,2023,3.0,Lengua Castellana,58,59,78,85.0,65.0,Lengua y Humanidades
Fusagasugá,ca68e6c1b1d1448b9c03c3fc916c5a3871673c992a19a8a7a97177379d9072cb,7,A,I,2023,4.0,Inglés,78,81,94,100.0,84.3,Lengua y Humanidades
Fusagasugá,ca68e6c1b1d1448b9c03c3fc916c5a3871673c992a19a8a7a97177379d9072cb,7,A,I,2023,2.0,Innovación y Emprendimiento,84,84,90,95.0,86.3,Tecnología e Innovación
Fusagasugá,ca68e6c1b1d1448b9c03c3fc916c5a3871673c992a19a8a7a97177379d9072cb,7,A,I,2023,7.0,Aprendizaje Basado en Investigación,71,72,89,80.0,75.8,Proyectos y Aprendizaje Integral
Fusagasugá,ca68e6c1b1d1448b9c03c3fc916c5a3871673c992a19a8a7a97177379d9072cb,7,A,I,2023,3.0,Educación Física,69,73,82,82.0,74.10000000000001,Artes y Educación Física
Fusagasugá,ca68e6c1b1d1448b9c03c3fc916c5a3871673c992a19a8a7a97177379d9072cb,7,A,I,2023,2.0,Lectura Crítica,80,89,85,95.0,85.2,Lengua y Humanidades
Fusagasugá,ca68e6c1b1d1448b9c03c3fc916c5a3871673c992a19a8a7a97177379d9072cb,7,A,I,2023,1.0,Artes,90,87,85,92.0,88.3,Artes y Educación Física
Fusagasugá,ca68e6c1b1d1448b9c03c3fc916c5a3871673c992a19a8a7a97177379d9072cb,7,A,I,2023,1.0,Robótica y TICS,83,90,80,90.0,85.2,Tecnología e Innovación
Fusagasugá,ca68e6c1b1d1448b9c03c3fc916c5a3871673c992a19a8a7a97177379d9072cb,7,A,I,2023,1.0,Inteligencia emocional e Integralidad,90,94,85,90.0,90.2,Proyectos y Aprendizaje Integral
Fusagasugá,082a46cb9c60d6fc951e838f77f18ac3a38cc2a1a5f000c7d4a4e2cc8a65ca5a,6,A,I,2024,4.0,Ciencias Naturales,88,88,90,90.0,88.6,Ciencias y Matemáticas
Fusagasugá,082a46cb9c60d6fc951e838f77f18ac3a38cc2a1a5f000c7d4a4e2cc8a65ca5a,6,A,I,2024,4.0,Ciencias Sociales,89,89,88,84.0,88.30000000000001,Lengua y Humanidades
Fusagasugá,082a46cb9c60d6fc951e838f77f18ac3a38cc2a1a5f000c7d4a4e2cc8a65ca5a,6,A,I,2024,6.0,Matemáticas,83,85,84,88.0,84.3,Ciencias y Matemáticas
Fusagasugá,082a46cb9c60d6fc951e838f77f18ac3a38cc2a1a5f000c7d4a4e2cc8a65ca5a,6,A,I,2024,3.0,Lengua Castellana,82,83,95,100.0,86.7,Lengua y Humanidades
Fusagasugá,082a46cb9c60d6fc951e838f77f18ac3a38cc2a1a5f000c7d4a4e2cc8a65ca5a,6,A,I,2024,2.0,Lectura Crítica,93,93,93,94.0,93.1,Lengua y Humanidades
Fusagasugá,082a46cb9c60d6fc951e838f77f18ac3a38cc2a1a5f000c7d4a4e2cc8a65ca5a,6,A,I,2024,4.0,English,79,85,100,100.0,87.1,Lengua y Humanidades
Fusagasugá,082a46cb9c60d6fc951e838f77f18ac3a38cc2a1a5f000c7d4a4e2cc8a65ca5a,6,A,I,2024,3.0,Educación Física,88,89,85,80.0,86.9,Artes y Educación Física
Fusagasugá,082a46cb9c60d6fc951e838f77f18ac3a38cc2a1a5f000c7d4a4e2cc8a65ca5a,6,A,I,2024,1.0,Innovación y Emprendimiento,90,91,94,95.0,91.6,Tecnología e Innovación
Fusagasugá,082a46cb9c60d6fc951e838f77f18ac3a38cc2a1a5f000c7d4a4e2cc8a65ca5a,6,A,I,2024,2.0,Aprendizaje Basado en Investigación,91,89,98,97.0,92.39999999999999,Proyectos y Aprendizaje Integral
Fusagasugá,082a46cb9c60d6fc951e838f77f18ac3a38cc2a1a5f000c7d4a4e2cc8a65ca5a,6,A,I,2024,1.0,Artes,91,92,92,92.0,91.60000000000001,Artes y Educación Física
Fusagasugá,082a46cb9c60d6fc951e838f77f18ac3a38cc2a1a5f000c7d4a4e2cc8a65ca5a,6,A,I,2024,1.0,Tecnologías Informáticas,79,80,90,88.0,82.39999999999999,Tecnología e Innovación
Fusagasugá,082a46cb9c60d6fc951e838f77f18ac3a38cc2a1a5f000c7d4a4e2cc8a65ca5a,6,A,I,2024,1.0,Integralidad,87,92,99,98.0,92.0,Proyectos y Aprendizaje Integral
Fusagasugá,e4aa9c61784d8eb8a7b2adfdf740faf638bc0af47a23ef4a7a3413b66968c86c,5,A,II,2024,4.0,Ciencias Naturales,83,85,93,87.0,86.00000000000001,Ciencias y Matemáticas
Fusagasugá,e4aa9c61784d8eb8a7b2adfdf740faf638bc0af47a23ef4a7a3413b66968c86c,5,A,II,2024,3.0,Ciencias Sociales,79,79,90,91.0,82.39999999999999,Lengua y Humanidades
Fusagasugá,e4aa9c61784d8eb8a7b2adfdf740faf638bc0af47a23ef4a7a3413b66968c86c,5,A,II,2024,5.0,Matemáticas,84,84,87,85.0,84.7,Ciencias y Matemáticas
Fusagasugá,e4aa9c61784d8eb8a7b2adfdf740faf638bc0af47a23ef4a7a3413b66968c86c,5,A,II,2024,3.0,Lengua Castellana,79,80,95,100.0,84.6,Lengua y Humanidades
Fusagasugá,e4aa9c61784d8eb8a7b2adfdf740faf638bc0af47a23ef4a7a3413b66968c86c,5,A,II,2024,2.0,Lectura Crítica,89,89,90,91.0,89.39999999999999,Lengua y Humanidades
Fusagasugá,e4aa9c61784d8eb8a7b2adfdf740faf638bc0af47a23ef4a7a3413b66968c86c,5,A,II,2024,4.0,English,60,63,100,90.0,71.9,Lengua y Humanidades
Fusagasugá,e4aa9c61784d8eb8a7b2adfdf740faf638bc0af47a23ef4a7a3413b66968c86c,5,A,II,2024,3.0,Educación Física,95,95,100,95.0,96.0,Artes y Educación Física
Fusagasugá,e4aa9c61784d8eb8a7b2adfdf740faf638bc0af47a23ef4a7a3413b66968c86c,5,A,II,2024,1.0,Creatividad e innovación,90,91,90,90.0,90.3,Tecnología e Innovación
Fusagasugá,e4aa9c61784d8eb8a7b2adfdf740faf638bc0af47a23ef4a7a3413b66968c86c,5,A,II,2024,2.0,Aprendizaje Basado en Proyectos,88,88,90,90.0,88.6,Proyectos y Aprendizaje Integral
Fusagasugá,e4aa9c61784d8eb8a7b2adfdf740faf638bc0af47a23ef4a7a3413b66968c86c,5,A,II,2024,1.0,Artes,92,93,93,93.0,92.60000000000001,Artes y Educación Física
Fusagasugá,e4aa9c61784d8eb8a7b2adfdf740faf638bc0af47a23ef4a7a3413b66968c86c,5,A,II,2024,1.0,Tecnologías Informáticas,85,82,85,90.0,84.6,Tecnología e Innovación
Fusagasugá,e4aa9c61784d8eb8a7b2adfdf740faf638bc0af47a23ef4a7a3413b66968c86c,5,A,II,2024,1.0,Integralidad,98,96,100,100.0,98.0,Proyectos y Aprendizaje Integral
Fusagasugá,a8892f0a699b974c94330d6d76dfa33b2fd8709fc8a5d83f04ed945bc63d08b8,4,A,II,2023,3.0,Ciencias Naturales,77,76,100,100.0,83.6,Ciencias y Matemáticas
Fusagasugá,a8892f0a699b974c94330d6d76dfa33b2fd8709fc8a5d83f04ed945bc63d08b8,4,A,II,2023,4.0,Ciencias Sociales,75,72,92,95.0,79.5,Lengua y Humanidades
Fusagasugá,a8892f0a699b974c94330d6d76dfa33b2fd8709fc8a5d83f04ed945bc63d08b8,4,A,II,2023,5.0,Matemáticas,72,73,95,95.0,79.2,Ciencias y Matemáticas
Fusagasugá,a8892f0a699b974c94330d6d76dfa33b2fd8709fc8a5d83f04ed945bc63d08b8,4,A,II,2023,3.0,Lengua Castellana,72,74,90,100.0,79.0,Lengua y Humanidades
Fusagasugá,a8892f0a699b974c94330d6d76dfa33b2fd8709fc8a5d83f04ed945bc63d08b8,4,A,II,2023,4.0,Inglés,74,79,90,100.0,81.3,Lengua y Humanidades
Fusagasugá,a8892f0a699b974c94330d6d76dfa33b2fd8709fc8a5d83f04ed945bc63d08b8,4,A,II,2023,2.0,Creatividad e Innovación,96,97,90,90.0,94.5,Tecnología e Innovación
Fusagasugá,a8892f0a699b974c94330d6d76dfa33b2fd8709fc8a5d83f04ed945bc63d08b8,4,A,II,2023,4.0,Aprendizaje Basado en Proyectos,86,85,92,96.0,87.9,Proyectos y Aprendizaje Integral
Fusagasugá,a8892f0a699b974c94330d6d76dfa33b2fd8709fc8a5d83f04ed945bc63d08b8,4,A,II,2023,3.0,Educación Física,88,91,100,90.0,91.5,Artes y Educación Física
Fusagasugá,a8892f0a699b974c94330d6d76dfa33b2fd8709fc8a5d83f04ed945bc63d08b8,4,A,II,2023,2.0,Lectura Crítica,90,91,95,95.0,91.8,Lengua y Humanidades
Fusagasugá,a8892f0a699b974c94330d6d76dfa33b2fd8709fc8a5d83f04ed945bc63d08b8,4,A,II,2023,1.0,Artes,95,95,95,95.0,95.0,Artes y Educación Física
Fusagasugá,a8892f0a699b974c94330d6d76dfa33b2fd8709fc8a5d83f04ed945bc63d08b8,4,A,II,2023,1.0,Robótica y TICS,88,89,80,90.0,86.9,Tecnología e Innovación
